run_date,reporting_period,reporting_airport,origin_destination_country,origin_destination,airline_name,scheduled_charter,number_flights_matched,actual_flights_unmatched,number_flights_cancelled,flights_more_than_15_minutes_early_percent,flights_15_minutes_early_to_1_minute_early_percent,flights_0_to_15_minutes_late_percent,flights_between_16_and_30_minutes_late_percent,flights_between_31_and_60_minutes_late_percent,flights_between_61_and_120_minutes_late_percent,flights_between_121_and_180_minutes_late_percent,flights_between_181_and_360_minutes_late_percent,flights_more_than_360_minutes_late_percent,flights_unmatched_percent,flights_cancelled_percent,average_delay_mins,previous_year_month_flights_matched,previous_year_month_early_to_15_mins_late_percent,previous_year_month_average_delay
23/06/2023 10:48,202304,ABERDEEN,CANADA,TORONTO,SUNWING AIRLINES INC,C,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,15.000000
23/06/2023 10:48,202304,ABERDEEN,POLAND,GDANSK,WIZZ AIR,S,20,0,0,15.000000,35.000000,15.000000,10.000000,5.000000,20.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.350000,16,56.250000,27.812500
23/06/2023 10:48,202304,ABERDEEN,UNITED KINGDOM,BELFAST CITY (GEORGE BEST),LOGANAIR LTD,C,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,30.000000
23/06/2023 10:48,202304,ABERDEEN,UNITED KINGDOM,BELFAST CITY (GEORGE BEST),LOGANAIR LTD,S,50,0,0,4.000000,38.000000,28.000000,10.000000,4.000000,10.000000,6.000000,0.000000,0.000000,0.000000,0.000000,22.200000,58,60.344828,53.948276
23/06/2023 10:48,202304,ABERDEEN,UNITED KINGDOM,BIRMINGHAM,LOGANAIR LTD,S,131,0,5,3.676471,45.588235,33.088235,7.352941,2.205882,2.205882,2.205882,0.000000,0.000000,0.000000,3.676471,9.977099,130,50.735294,33.538462
23/06/2023 10:48,202304,ABERDEEN,UNITED KINGDOM,BRISTOL,LOGANAIR LTD,S,48,0,2,8.000000,46.000000,26.000000,8.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,6.479167,49,72.000000,25.142857
23/06/2023 10:48,202304,ABERDEEN,UNITED KINGDOM,EXETER,LOGANAIR LTD,S,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25,80.769231,13.880000
23/06/2023 10:48,202304,ABERDEEN,UNITED KINGDOM,HUMBERSIDE,EASTERN AIRWAYS,S,59,0,5,1.562500,31.250000,34.375000,14.062500,3.125000,4.687500,0.000000,3.125000,0.000000,0.000000,7.812500,18.949153,70,86.111111,4.671429
23/06/2023 10:48,202304,ABERDEEN,UNITED KINGDOM,KIRKWALL,EASTERN AIRWAYS,S,1,0,0,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,0,0.000000,0.000000
23/06/2023 10:48,202304,ABERDEEN,UNITED KINGDOM,KIRKWALL,LOGANAIR LTD,S,142,0,8,15.333333,46.000000,26.000000,3.333333,0.666667,1.333333,1.333333,0.666667,0.000000,0.000000,5.333333,7.471831,147,74.838710,24.020408
