iata,name,lat,lon,country,
ELN,Ellensburg Bowers Airport,47.033001,-120.530998,United States,
ELM,Elmira Corning Regional Airport,42.16304,-76.895859,United States,
ELY,Ely Airport,39.301945,-114.841942,United States,
EME,Emden Airport,53.391178,7.227408,Germany,
EMD,Emerald Airport,-23.559999,148.169998,Australia,
EMK,Emmonak Airport,62.776943,-164.520828,United States,
ENE,Ende H. Hasan Aroeboesman Airport,-8.84929,121.660599,Indonesia,
NBE,Enfidha Hammamet International Airport,36.091946,10.413889,Tunisia,
WDG,Enid Woodring Regional Airport,36.3792,-97.7911,United States,
QTE,Ennis Big Sky Airport,45.274384,-111.648827,United States,
ENK,Enniskillen St Angelo Airport,54.39888,-7.65166,United Kingdom,
ENF,Enontekio Airport,68.362579,23.42432,Finland,
ENS,Enschede Twente Airport,52.27441,6.885969,Netherlands,
ESE,Ensenada Airport,31.79528,-116.601997,Mexico,
ENH,Enshi Xujiaping Airport,30.320278,109.485001,China,
EBB,Entebbe International Airport,0.042386,32.443501,Uganda,
ETS,Enterprise Municipal Airport,31.2997,-85.899902,United States,
ENU,Enugu Akanu Ibiam International Airport,6.474272,7.561961,Nigeria,
EPL,Epinal Mirecourt Airport,48.325001,6.066742,France,
EBL,Erbil International Airport,36.240482,43.946671,Iraq,
ECN,Ercan International Airport,35.155071,33.502117,Turkey,
ERM,Erechim Airport,-27.663158,-52.272152,Brazil,
ERL,Erenhot Saiwusu International Airport,43.422501,112.096664,China,
ERF,Erfurt Weimar Airport,50.979809,10.9581,Germany,
ERI,Erie International Airport,42.082001,-80.176201,United States,
QQE,Erie Municipal Airport,40.010277,-105.048058,United States,
ERH,Errachidia Moulay Ali Cherif Airport,31.9475,-4.39833,Morocco,
ERC,Erzincan Airport,39.710201,39.527,Turkey,
ERZ,Erzurum Airport,39.956501,41.170158,Turkey,
EBJ,Esbjerg Airport,55.52594,8.553403,Denmark,
ESC,Escanaba Delta County Airport,45.72266,-87.093697,United States,
EKT,Eskilstuna Airport,59.351101,16.708401,Sweden,
AOE,Eskisehir Airport,39.811401,30.527,Turkey,
ESM,Esmeraldas Carlos Concha Torres International Airport,0.978519,-79.626602,Ecuador,
SID,Espargos Amilcar Cabral International Airport,16.741381,-22.9494,Cape Verde,
EPR,Esperance Airport,-33.68,121.82,Australia,
EQS,Esquel Airport,-42.907902,-71.139397,Argentina,
ESU,Essaouira Airport,31.397499,-9.681667,Morocco,
ESS,Essen Mulheim Airport,51.402328,6.937333,Germany,
EUA,Eua Kaufana Airport,-21.378,-174.957993,Tonga,
EUG,Eugene Airport,44.12458,-123.210999,United States,
YEU,Eureka Airport,79.99472,-85.814102,Canada,
EKA,Eureka Murray Field Airport,40.805,-124.114998,United States,
EVV,Evansville Regional Airport,38.036991,-87.532303,United States,
EVM,Eveleth Virginia Municipal Airport,47.426388,-92.495834,United States,
EVE,Evenes Harstad Narvik Airport,68.491302,16.678101,Norway,
PAE,Everett Paine Field,47.9077,-122.282799,United States,
QPV,Evora Airport,38.533463,-7.889648,Portugal,
EVX,Evreux Fauville Air Base,49.028702,1.21986,France,
EXT,Exeter Airport,50.73444,-3.41388,United Kingdom,
EHU,Ezhou Huahu Airport,30.341,115.039101,China,
VDB,Fagernes Airport,61.015549,9.288056,Norway,
FIE,Fair Isle Airport,59.530926,-1.608972,United Kingdom,
FAI,Fairbanks International Airport,64.815109,-147.856003,United States,
SUU,Fairfield Travis Air Force Base,38.262661,-121.927002,United States,
FFD,Fairford Airport,51.683544,-1.790277,United Kingdom,
QTQ,Fairhope H. L. Sonny Callahan Airport,30.460573,-87.876991,United States,
FRM,Fairmont Municipal Airport,43.643902,-94.415604,United States,
LYP,Faisalabad International Airport,31.365009,72.994843,Pakistan,
FAV,Fakarava Airport,-16.0541,-145.656006,French Polynesia,
FKQ,Fakfak Torea Airport,-2.92019,132.266998,Indonesia,
QTK,Falfurrias Brooks County Airport,27.204731,-98.122398,United States,
INL,Falls International Airport,48.565578,-93.4021,United States,
FAH,Farah Airport,32.365601,62.165138,Afghanistan,
FAR,Fargo Hector International Airport,46.92065,-96.815697,United States,
FBL,Faribault Municipal Airport,44.327831,-93.31144,United States,
FRG,Farmingdale Republic Airport,40.728889,-73.41333,United States,
FMN,Farmington Four Corners Regional Airport,36.741249,-108.228996,United States,
FAM,Farmington Regional Airport,37.761101,-90.428596,United States,
FAB,Farnborough Airport,51.275829,-0.77633,United Kingdom,
FAO,Faro Airport,37.01442,-7.96591,Portugal,
FYV,Fayetteville Drake Field Airport,36.005089,-94.169998,United States,
FYM,Fayetteville Municipal Airport,35.0597,-86.564003,United States,
POB,Fayetteville Pope Field,35.170834,-79.014442,United States,
FAY,Fayetteville Regional Airport,34.990002,-78.879997,United States,
FEC,Feira de Santana Airport,-12.2003,-38.906799,Brazil,
FEG,Fergana International Airport,40.358761,71.745018,Uzbekistan,
FFM,Fergus Falls Municipal Airport,46.285618,-96.151375,United States,
FEN,Fernando de Noronha Airport,-3.85492,-32.423302,Brazil,
QEG,Fertoszentmiklos Meidl Airport,47.582779,16.845278,Hungary,
FEZ,Fes Saiss Airport,33.927261,-4.97795,Morocco,
FSC,Figari Sud-Corse Airport,41.50222,9.096667,France,
FDY,Findlay Airport,41.011944,-83.66861,United States,
QTI,Fitchburg Municipal Airport,42.553902,-71.759102,United States,
FIZ,Fitzroy Crossing Airport,-18.1819,125.558998,Australia,
FLG,Flagstaff Pulliam Airport,35.140308,-111.668999,United States,
FLF,Flensburg Schaferhaus Airport,54.773335,9.378889,Germany,
YFO,Flin Flon Airport,54.678051,-101.681,Canada,
FLS,Flinders Island Airport,-40.095001,147.996674,Australia,
FNT,Flint Bishop International Airport,42.96542,-83.743599,United States,
FLR,Florence Peretola Airport,43.809952,11.2051,Italy,
FLO,Florence Regional Airport,34.18536,-79.723801,United States,
FLA,Florencia Gustavo Artunduaga Paredes Airport,1.588989,-75.563797,Colombia,
FLW,Flores Airport,39.455269,-31.1313,Portugal,
FRS,Flores Mundo Maya International Airport,16.913811,-89.866302,Guatemala,
FLN,Florianopolis Hercilio Luz International Airport,-27.670401,-48.5471,Brazil,
FRO,Floro Airport,61.583611,5.024722,Norway,
FOG,Foggia Gino Lisa Airport,41.432911,15.53502,Italy,
ZFD,Fond Du Lac Airport,59.334209,-107.18119,Canada,
FLD,Fond du Lac County Airport,43.771198,-88.488403,United States,
FDE,Forde Airport,61.391109,5.756944,Norway,
FRL,Forli Airport,44.194752,12.07009,Italy,
FMA,Formosa International Airport,-26.2127,-58.2281,Argentina,
YFA,Fort Albany Airport,52.241669,-81.591667,Canada,
YPY,Fort Chipewyan Airport,58.76722,-111.116997,Canada,
FNL,Fort Collins Northern Colorado Regional Airport,40.45182,-105.011002,United States,
FOD,Fort Dodge Regional Airport,42.551189,-94.191803,United States,
YAG,Fort Frances Municipal Airport,48.650002,-93.43,Canada,
YGH,Fort Good Hope Airport,66.240555,-128.645752,Canada,
YFH,Fort Hope Airport,51.559345,-87.897957,Canada,
FHU,Fort Huachuca Sierra Vista Municipal Airport,31.58847,-110.344002,United States,
FXE,Fort Lauderdale Executive Airport,26.197269,-80.1707,United States,
FLL,Fort Lauderdale Hollywood International Airport,26.07258,-80.152702,United States,
JHL,Fort MacKay Albian Aerodrome,57.2239,-111.418999,Canada,
YFI,Fort MacKay Firebag Aerodrome,57.275833,-110.976669,Canada,
HZP,Fort MacKay Horizon Airport,57.381668,-111.701111,Canada,
YMM,Fort McMurray Airport,56.653332,-111.221001,Canada,
FME,Fort Meade Tipton Airport,39.088482,-76.753716,United States,
FMY,Fort Myers Page Field Airport,26.586611,-81.863197,United States,
YYE,Fort Nelson Airport,58.83638,-122.596001,Canada,
FPR,Fort Pierce Treasure Coast International Airport,27.4951,-80.368301,United States,
YER,Fort Severn Airport,56.0177,-87.677505,Canada,
YFS,Fort Simpson Airport,61.760151,-121.236511,Canada,
YSM,Fort Smith Airport,60.020271,-111.960999,Canada,
FSM,Fort Smith Regional Airport,35.336578,-94.367401,United States,
YXJ,Fort St. John Airport,56.238049,-120.739998,Canada,
FST,Fort Stockton Pecos County Airport,30.914251,-102.917603,United States,
FWA,Fort Wayne International Airport,40.97847,-85.195099,United States,
AFW,Fort Worth Alliance Airport,32.98,-97.309998,United States,
FTW,Fort Worth Meacham International Airport,32.819771,-97.362396,United States,
FYU,Fort Yukon Airport,66.571487,-145.25,United States,
FOR,Fortaleza Pinto Martins International Airport,-3.77628,-38.532501,Brazil,
QTO,Fortuna Rohnerville Airport,40.553776,-124.132385,United States,
FUO,Foshan Shadi Airport,23.0825,113.070831,China,
IGU,Foz do Iguacu International Airport,-25.5961,-54.487202,Brazil,
FRC,Franca Airport,-20.592199,-47.3829,Brazil,
FBE,Francisco Beltrao Airport,-26.059431,-53.063942,Brazil,
FRW,Francistown Phillip Gaonwe Matante International Airport,-21.1591,27.468296,Botswana,
FFT,Frankfort Capital City Airport,38.18,-84.900002,United States,
FRA,Frankfurt Airport,50.037796,8.555783,Germany,
QEF,Frankfurt Egelsbach Airport,49.961109,8.643611,Germany,
HHN,Frankfurt Hahn Airport,49.948669,7.263892,Germany,
FKL,Franklin Venango Regional Airport,41.379166,-79.859718,United States,
FDK,Frederick Municipal Airport,39.417599,-77.374298,United States,
FDR,Frederick Regional Airport,34.352001,-98.983902,United States,
YFC,Fredericton International Airport,45.868881,-66.537201,Canada,
FPO,Freeport Grand Bahama International Airport,26.55868,-78.695503,Bahamas,
FNA,Freetown Lungi International Airport,8.616444,-13.1954,Sierra Leone,
QCF,Freiburg Airport,48.022652,7.832583,Germany,
FET,Fremont Municipal Airport,41.4491,-96.520203,United States,
FCH,Fresno Chandler Executive Airport,36.73214,-119.820335,United States,
FAT,Fresno Yosemite International Airport,36.776192,-119.718002,United States,
QYE,Fribourg Ecuvillens Airport,46.755207,7.075892,Switzerland,
FRD,Friday Harbor Airport,48.524807,-123.026497,United States,
FDH,Friedrichshafen Airport,47.67131,9.511486,Germany,
FRY,Fryeburg Eastern Slopes Regional Airport,43.9911,-70.947899,United States,
FUE,Fuerteventura Airport,28.452709,-13.8637,Spain,
FJR,Fujairah International Airport,25.112221,56.323959,United Arab Emirates,
FUJ,Fukue Airport,32.66626,128.832794,Japan,
FUK,Fukuoka Airport,33.585941,130.450607,Japan,
FKS,Fukushima Airport,37.227428,140.430603,Japan,
FUL,Fullerton Municipal Airport,33.872013,-117.979782,United States,
FND,Funadhoo Airport,6.161111,73.287224,Maldives,
FUN,Funafuti International Airport,-8.525,179.196304,Tuvalu,
FNC,Funchal Cristiano Ronaldo Airport,32.69788,-16.774401,Portugal,
FTA,Futuna Airport,-19.5163,170.231903,Vanuatu,
FUT,Futuna Island Pointe Vele Airport,-14.3113,-178.065994,Wallis And Futuna,
FVM,Fuvahmulah Airport,-0.309444,73.432503,Maldives,
FUG,Fuyang Xiguan Airport,32.882156,115.734367,China,
FYJ,Fuyuan Dongji Airport,48.199493,134.36644,China,
FYN,Fuyun Koktokay Airport,46.804222,89.511978,China,
FOC,Fuzhou Changle International Airport,25.934599,119.663368,China,
FZL,Fuzuli International Airport,39.594398,47.196602,Azerbaijan,
GAE,Gabes Matmata International Airport,33.734165,9.921366,Tunisia,
GBE,Gaborone Sir Seretse Khama International Airport,-24.555201,25.9182,Botswana,
GCH,Gachsaran Airport,30.336399,50.831657,Iran,
GAD,Gadsden Northeast Alabama Regional Airport,33.97361,-86.087219,United States,
GVL,Gainesville Lee Gilmer Memorial Airport,34.273369,-83.831322,United States,
GLE,Gainesville Municipal Airport,33.651402,-97.196999,United States,
GNV,Gainesville Regional Airport,29.69005,-82.271698,United States,
GAI,Gaithersburg Montgomery County Airpark,39.168331,-77.166,United States,
GLK,Galcaio Airport,6.780833,47.45472,Somalia,
GAL,Galena Airport,64.73616,-156.936996,United States,
GEV,Gallivare Lapland Airport,67.132401,20.814631,Sweden,
GUP,Gallup Municipal Airport,35.511112,-108.786667,United States,
GLS,Galveston Scholes International Airport,29.265329,-94.860397,United States,
GMB,Gambela Airport,8.128764,34.563129,Ethiopia,
GAM,Gambell Airport,63.766762,-171.731995,United States,
GAN,Gan International Airport,-0.693333,73.155556,Maldives,
YQX,Gander International Airport,48.936939,-54.568001,Canada,
QCQ,Ganderkesee Airport,53.036091,8.505381,Germany,
GNJ,Ganja International Airport,40.737778,46.317501,Azerbaijan,
KOW,Ganzhou Huangjin Airport,25.851667,114.776665,China,
GAQ,Gao International Airport,16.24843,-0.00545,Mali,
GAT,Gap Tallard Airport,44.455002,6.03778,France,
QGP,Garanhuns Airport,-8.83428,-36.4716,Brazil,
GCK,Garden City Regional Airport,37.927521,-100.723999,United States,
RIL,Garfield County Regional Airport,39.526268,-107.725487,United States,
GAS,Garissa Airport,-0.4635,39.648289,Kenya,
GOU,Garoua International Airport,9.335892,13.3701,Cameroon,
GGR,Garowe Airport,8.460833,48.572224,Somalia,
GZG,Garze Gesar Airport,31.7575,99.554169,China,
MRQ,Gasan Marinduque Airport,13.361,121.825996,Philippines,
YGP,Gaspe Airport,48.775269,-64.4786,Canada,
YND,Gatineau Ottawa Executive Airport,45.52169,-75.563499,Canada,
GVX,Gavle Airport,60.5933,16.951401,Sweden,
GAY,Gaya Airport,24.744301,84.951172,India,
GLR,Gaylord Regional Airport,45.009998,-84.699997,United States,
GZT,Gaziantep Oguzeli Airport,36.947182,37.47868,Turkey,
GZP,Gazipasa Airport,36.299,32.299999,Turkey,
GDN,Gdansk Lech Walesa Airport,54.37756,18.466221,Poland,
QPO,Gdynia Kosakowo Airport,54.579674,18.517136,Poland,
GKE,Geilenkirchen Air Base,50.960865,6.042386,Germany,
GDZ,Gelendzhik Airport,44.566666,38.016666,Russia,
GLU,Gelephu Airport,26.88348,90.465965,Bhutan,
EGN,Geneina Airport,13.48166,22.46722,Sudan,
GES,General Santos International Airport,6.058056,125.096107,Philippines,
GVA,Geneva International Airport,46.23806,6.10895,Switzerland,
GOA,Genoa Cristoforo Colombo Airport,44.41333,8.8375,Italy,
GRJ,George Airport,-34.005501,22.37888,South Africa,
GGT,George Town Exuma International Airport,23.56263,-75.877899,Bahamas,
GCM,George Town Owen Roberts International Airport,19.29277,-81.357697,Cayman Islands,
GEO,Georgetown Cheddi Jagan International Airport,6.498553,-58.254101,Guyana,
GGE,Georgetown County Airport,33.311699,-79.319603,United States,
GED,Georgetown Delaware Coastal Airport,38.688332,-75.357498,United States,
OGL,Georgetown Eugene F. Correira International Airport,6.807733,-58.105209,Guyana,
QTG,Georgetown Municipal Airport,30.677477,-97.678467,United States,
GET,Geraldton Airport,-28.796078,114.702049,Australia,
YGQ,Geraldton Greenstone Regional Airport,49.778332,-86.9394,Canada,
GHA,Ghardaia Noumerate Airport,32.384102,3.794114,Algeria,
GHT,Ghat Airport,25.145559,10.14264,Libya,
GIB,Gibraltar Airport,36.151211,-5.34966,Gibraltar,
GHF,Giebelstadt Airport,49.648056,9.966389,Germany,
GIL,Gilgit Airport,35.918781,74.333641,Pakistan,
YGX,Gillam Airport,56.358051,-94.708,Canada,
GCC,Gillette Campbell County Airport,44.346355,-105.532684,United States,
YGB,Gillies Bay Airport,49.700001,-124.533333,Canada,
GBW,Ginbata Airport,-22.5816,120.036255,Australia,
GRO,Girona Costa Brava Airport,41.900959,2.760547,Spain,
GIS,Gisborne Airport,-38.6633,177.978302,New Zealand,
SPX,Giza Sphinx International Airport,30.109722,30.894444,Egypt,
GZO,Gizo Nusatupe Airport,-8.09777,156.863602,Solomon Islands,
YHK,Gjoa Haven Airport,68.635551,-95.849701,Canada,
GJR,Gjogur Airport,65.9953,-21.3269,Iceland,
GLT,Gladstone Airport,-23.871469,151.223511,Australia,
GGW,Glasgow Airport,48.212776,-106.615555,United States,
GLA,Glasgow International Airport,55.871941,-4.43305,United Kingdom,
PIK,Glasgow Prestwick Airport,55.509441,-4.58666,United Kingdom,
GFL,Glens Falls Floyd Bennett Memorial Airport,43.341202,-73.610298,United States,
GLO,Gloucester Gloucestershire Airport,51.894161,-2.16722,United Kingdom,
GOX,Goa International Airport,15.744402,73.860626,India,
GOI,Goa International Airport,15.38083,73.831421,India,
GOB,Goba Robe Airport,7.119172,40.045189,Ethiopia,
GDE,Gode Airport,5.935128,43.578568,Ethiopia,
YGO,Gods Lake Narrows Airport,54.557701,-94.491173,Canada,
ZGI,Gods River Airport,54.839142,-94.079651,Canada,
GYN,Goiania Santa Genoveva Airport,-16.632,-49.2206,Brazil,
OOL,Gold Coast Airport,-28.156067,153.502426,Australia,
GTR,Golden Triangle Regional Airport,33.450329,-88.591301,United States,
GLF,Golfito Airport,8.653775,-83.180496,Costa Rica,
GOQ,Golmud Airport,36.4006,94.786102,China,
GMQ,Golog Maqin Airport,34.415833,100.311111,China,
GLV,Golovin Airport,64.550499,-163.007004,United States,
GOM,Goma International Airport,-1.67081,29.238461,Democratic Republic Of The Congo,
GMO,Gombe Lawanti International Airport,10.298056,10.898889,Nigeria,
GME,Gomel Airport,52.52702,31.016689,Belarus,
GDQ,Gondar Airport,12.5199,37.43404,Ethiopia,
GDB,Gondia Airport,21.524944,80.288483,India,
GLD,Goodland Municipal Airport,39.370277,-101.699448,United States,
YYR,Goose Bay Airport,53.31916,-60.4258,Canada,
GOP,Gorakhpur Airport,26.739445,83.449448,India,
GBT,Gorgan Airport,36.909401,54.401299,Iran,
GOZ,Gorna Oryahovitsa Airport,43.15144,25.712879,Bulgaria,
RGK,Gorno-Altaysk Airport,51.969166,85.836388,Russia,
GKA,Goroka Airport,-6.08168,145.3918,Papua New Guinea,
GTO,Gorontalo Jalaluddin Airport,0.637119,122.8498,Indonesia,
GSH,Goshen Municipal Airport,41.52639,-85.794167,United States,
GSE,Gothenburg City Airport,57.774719,11.87037,Sweden,
GOT,Gothenburg Landvetter Airport,57.66283,12.27981,Sweden,
GOV,Gove Airport,-12.271392,136.82016,Australia,
GVR,Governador Valadares Airport,-18.896944,-41.986111,Brazil,
GHB,Governor's Harbour Airport,25.2847,-76.331001,Bahamas,
GRW,Graciosa Airport,39.092159,-28.0298,Portugal,
GFN,Grafton Clarence Valley Regional Airport,-29.75,153.029999,Australia,
LPA,Gran Canaria Airport,27.931881,-15.3865,Spain,
GRX,Granada Federico Garcia Lorca Airport,37.188728,-3.77735,Spain,
GCN,Grand Canyon National Park Airport,35.951942,-112.147499,United States,
GCW,Grand Canyon West Airport,35.990398,-113.816002,United States,
GFK,Grand Forks International Airport,47.949249,-97.176102,United States,
GRI,Grand Island Central Nebraska Regional Airport,40.967541,-98.309601,United States,
GJT,Grand Junction Regional Airport,39.12241,-108.526001,United States,
GRM,Grand Marais Cook County Airport,47.838333,-90.383057,United States,
GRR,Grand Rapids Gerald R. Ford International Airport,42.880829,-85.522797,United States,
GPZ,Grand Rapids Itsaca County Airport,47.214443,-93.511108,United States,
GDT,Grand Turk International Airport,21.44453,-71.142303,Turks And Caicos Islands,
YQU,Grande Prairie Airport,55.179722,-118.885002,Canada,
GNT,Grants Milan Municipal,35.169025,-107.90316,United States,
GFR,Granville Airport,48.883099,-1.56417,France,
KGX,Grayling Airport,62.895279,-160.0625,United States,
GRZ,Graz Airport,46.991058,15.43962,Austria,
GBD,Great Bend Airport,38.34425,-98.8591,United States,
GTF,Great Falls International Airport,47.482651,-111.370003,United States,
GHC,Great Harbour Cay Airport,25.7383,-77.840103,Bahamas,
BGM,Greater Binghamton Airport,42.208611,-75.979698,United States,
CBE,Greater Cumberland Regional Airport,39.615398,-78.760902,United States,
IKK,Greater Kankakee Airport,41.074471,-87.845665,United States,
GXY,Greeley Weld County Airport,40.427757,-104.636864,United States,
GRB,Green Bay Austin Straubel International Airport,44.484631,-88.1297,United States,
GNI,Green Island Airport,22.672998,121.466316,Taiwan,
GCY,Greeneville Greene County Municipal Airport,36.193001,-82.815102,United States,
GSO,Greensboro Piedmont Triad International Airport,36.097752,-79.937302,United States,
GDC,Greenville Donaldson Center Airport,34.75,-82.370003,United States,
GMU,Greenville Downtown Airport,34.848057,-82.349998,United States,
GVT,Greenville Majors Airport,33.067829,-96.0653,United States,
GLH,Greenville Mid Delta Regional Airport,33.484444,-90.985001,United States,
PGV,Greenville Pitt Airport,35.63525,-77.3853,United States,
GSP,Greenville-Spartanburg International Airport,34.89566,-82.218803,United States,
GRD,Greenwood County Airport,34.248699,-82.159103,United States,
GWO,Greenwood Leflore Airport,33.49432,-90.084702,United States,
GND,Grenada Maurice Bishop International Airport,12.00424,-61.786098,Grenada,
QYG,Grenchen Airport,47.181389,7.416944,Switzerland,
GNB,Grenoble Isere Airport,45.362926,5.332563,France,
GMN,Greymouth Airport,-42.4617,171.190002,New Zealand,
GFF,Griffith Airport,-34.251667,146.059998,Australia,
GRY,Grimsey Airport,66.54583,-18.016666,Iceland,
YGZ,Grise Fiord Airport,76.426109,-82.909103,Canada,
GNA,Grodno Hrodna Airport,53.605801,24.053905,Belarus,
GRQ,Groningen Airport Eelde,53.11972,6.579444,Netherlands,
GTE,Groote Eylandt Airport,-13.972356,136.458435,Australia,
GRS,Grosseto Airport,42.759739,11.07189,Italy,
GRV,Grozny Airport,43.388199,45.699684,Russia,
GDL,Guadalajara International Airport,20.521799,-103.310997,Mexico,
GGJ,Guaira Airport,-24.0811,-54.1917,Brazil,
GUM,Guam Antonio B. Won Pat International Airport,13.48387,144.797104,Guam,
GNM,Guanambi Airport,-14.2082,-42.746101,Brazil,
GYS,Guangyuan Panlong Airport,32.389999,105.693336,China,
CAN,Guangzhou Baiyun International Airport,23.392429,113.298698,China,
GAO,Guantanamo Mariana Grajales Airport,20.085409,-75.158302,Cuba,
GPI,Guapi Airport,2.570133,-77.898598,Colombia,
GPB,Guarapuava Airport,-25.387985,-51.522659,Brazil,
GUA,Guatemala City La Aurora International Airport,14.58327,-90.527397,Guatemala,
GYE,Guayaquil International Airport,-2.15741,-79.883499,Ecuador,
GYA,Guayaramerin Airport,-10.8216,-65.345802,Bolivia,
GYM,Guaymas International Airport,27.968981,-110.925003,Mexico,
GLN,Guelmim Airport,29.016666,-10.067778,Morocco,
GCI,Guernsey Airport,49.434952,-2.60196,Guernsey,
KWL,Guilin Liangjiang International Airport,25.2181,110.039101,China,
KWE,Guiyang Longdongbao International Airport,26.538521,106.800697,China,
GBI,Gulbarga Kalaburagi Airport,17.307777,76.958054,India,
GUF,Gulf Shores Jack Edwards Airport,30.290501,-87.671799,United States,
GPT,Gulfport Biloxi International Airport,30.407261,-89.07,United States,
GUC,Gunnison Crested Butte Regional Airport,38.533939,-106.932999,United States,
KUV,Gunsan Airport,35.90361,126.615829,South Korea,
GNS,Gunung Sitoli Binaka Airport,1.166381,97.704681,Indonesia,
URY,Gurayat Domestic Airport,31.41194,37.279461,Saudi Arabia,
GUR,Gurney Airport,-10.3115,150.334,Papua New Guinea,
GRP,Gurupi Airport,-11.7396,-49.132198,Brazil,
GST,Gustavus Airport,58.427502,-135.705002,United States,
GOK,Guthrie Edmond Regional Airport,35.8498,-97.415604,United States,
GAU,Guwahati International Airport,26.106091,91.58593,India,
GUY,Guymon Municipal Airport,36.682777,-101.507774,United States,
GYU,Guyuan Liupanshan Airport,36.07,106.209999,China,
GWD,Gwadar International Airport,25.233299,62.329491,Pakistan,
GWL,Gwalior Airport,26.293329,78.227753,India,
KWJ,Gwangju Airport,35.126381,126.8088,South Korea,
GYP,Gympie Airport,-26.282801,152.701996,Australia,
QGY,Gyor Per Airport,47.624443,17.81361,Hungary,
LWN,Gyumri Shirak Airport,40.75,43.849998,Armenia,
HAS,Ha'il Regional Airport,27.43791,41.686291,Saudi Arabia,
HAC,Hachijojima Airport,33.115002,139.785797,Japan,
HGR,Hagerstown Regional Airport,39.708519,-77.726265,United States,
HFS,Hagfors Airport,60.020061,13.5789,Sweden,
HFA,Haifa Airport,32.809441,35.043049,Israel,
HAK,Haikou Meilan International Airport,19.934851,110.4589,China,
HLD,Hailar Hulunbuir Airport,49.20499,119.824997,China,
SUN,Hailey Friedman Memorial Airport,43.5,-114.290001,United States,
HNS,Haines Airport,59.245834,-135.51889,United States,
HPH,Haiphong Cat Bi International Airport,20.823315,106.727325,Vietnam,
HKD,Hakodate Airport,41.77,140.821899,Japan,
HAF,Half Moon Bay Airport,37.513401,-122.500999,United States,
YHZ,Halifax Stanfield International Airport,44.880829,-63.508598,Canada,
YUX,Hall Beach Airport,68.776108,-81.243599,Canada,
HCQ,Halls Creek Airport,-18.23,127.660004,Australia,
HAD,Halmstad Airport,56.69112,12.82021,Sweden,
HMR,Hamar Stafsberg Airport,60.818054,11.068056,Norway,
HRI,Hambantota Mattala Rajapaksa International Airport,6.284778,81.12455,Sri Lanka,
HAM,Hamburg Airport,53.630379,9.988228,Germany,
XFW,Hamburg Finkenwerder Airport,53.529999,9.83,Germany,
HDM,Hamedan International Airport,34.867146,48.537319,Iran,
HMI,Hami Airport,42.842499,93.669441,China,
HAO,Hamilton Butler County Regional Airport,39.360001,-84.519997,United States,
HLZ,Hamilton International Airport,-37.866299,175.335205,New Zealand,
HTI,Hamilton Island Great Barrier Reef Airport,-20.358,148.951599,Australia,
YHM,Hamilton John C. Munro International Airport,43.173611,-79.934998,Canada,
HFT,Hammerfest Airport,70.679527,23.667839,Norway,
HPT,Hampton Municipal Airport,42.72472,-93.226334,United States,
HNM,Hana Airport,20.79563,-156.014008,United States,
HNA,Hanamaki Airport,39.428612,141.135193,Japan,
BHB,Hancock County Bar Harbor Airport,44.449699,-68.361504,United States,
CMX,Hancock Houghton County Memorial Airport,47.168411,-88.488998,United States,
HDG,Handan Airport,36.523888,114.43,China,
QQO,Hanford Municipal Airport,36.31665,-119.627647,United States,
HGH,Hangzhou Xiaoshan International Airport,30.2295,120.434402,China,
HAQ,Hanimaadhoo International Airport,6.74,73.160004,Maldives,
HAJ,Hannover Langenhagen Airport,52.461048,9.685078,Germany,
HAN,Hanoi Noi Bai International Airport,21.221189,105.807098,Vietnam,
HZG,Hanzhong Chenggu Airport,33.063599,107.008003,China,
HOI,Hao Airport,-18.0748,-140.945007,French Polynesia,
HRE,Harare Robert Gabriel Mugabe International Airport,-17.931801,31.09284,Zimbabwe,
HRB,Harbin Taiping International Airport,45.623402,126.250298,China,
HGA,Hargeisa Airport,9.518167,44.088749,Somalia,
HRL,Harlingen Valley International Airport,26.2285,-97.654297,United States,
HAR,Harrisburg Capital City Airport,40.217129,-76.851402,United States,
MDT,Harrisburg International Airport,40.193489,-76.763397,United States,
HRO,Harrison Boone County Airport,36.26152,-93.154701,United States,
HFD,Hartford Brainard Airport,41.736721,-72.649399,United States,
HME,Hassi Messaoud Oued Irara Airport,31.67297,6.140444,Algeria,
HSI,Hastings Municipal Airport,40.605556,-98.426941,United States,
HAA,Hasvik Airport,70.486671,22.13974,Norway,
HDY,Hat Yai International Airport,6.933206,100.392899,Thailand,
HBG,Hattiesburg Bobby L. Chain Municipal Airport,31.264999,-89.252777,United States,
PIB,Hattiesburg Laurel Regional Airport,31.467501,-89.33667,United States,
HAU,Haugesund Karmoy Airport,59.345261,5.208364,Norway,
HAV,Havana Jose Marti International Airport,22.989149,-82.408997,Cuba,
HAW,Haverfordwest Airport,51.833099,-4.96111,United Kingdom,
HVR,Havre City County Airport,48.542969,-109.762001,United States,
YGV,Havre-Saint-Pierre Airport,50.281944,-63.611111,Canada,
HHR,Hawthorne Municipal Airport,33.922993,-118.331543,United States,
HXX,Hay Airport,-34.531399,144.830002,Australia,
YHY,Hay River Merlyn Carter Airport,60.839722,-115.781998,Canada,
HDN,Hayden Yampa Valley Airport,40.481159,-107.217003,United States,
HYS,Hays Regional Airport,38.846111,-99.27417,United States,
HWD,Hayward Executive Airport,37.65889,-122.121666,United States,
HYR,Hayward Sawyer County Airport,46.024445,-91.444443,United States,
HFE,Hefei Xinqiao International Airport,31.986345,116.970474,China,
