iata,name,lat,lon,country,
LCG,A Coruna Airport,43.302059,-8.37725,Spain,
AAH,Aachen Merzbruck Airport,50.823051,6.186111,Germany,
AAL,Aalborg Airport,57.092781,9.849164,Denmark,
AAR,Aarhus Airport,56.300011,10.619,Denmark,
QEA,Aarhus Sea Airport,56.151993,10.247725,Denmark,
JEG,Aasiaat Airport,68.72184,-52.784698,Greenland,
ABD,Abadan Airport,30.371111,48.228329,Iran,
ABA,Abakan International Airport,53.740002,91.385002,Russia,
YXX,Abbotsford International Airport,49.025269,-122.360001,Canada,
ABZ,Aberdeen International Airport,57.201939,-2.19777,United Kingdom,
ABR,Aberdeen Regional Airport,45.439999,-98.419998,United States,
AHB,Abha Regional Airport,18.24036,42.65662,Saudi Arabia,
ABJ,Abidjan Port Bouet Airport,5.261386,-3.92629,Cote D'ivoire (Ivory Coast),
ABI,Abilene Regional Airport,32.411301,-99.681801,United States,
VJI,Abingdon Virginia Highlands Airport,36.686111,-82.033333,United States,
AZI,Abu Dhabi Al Bateen Executive Airport,24.428329,54.45808,United Arab Emirates,
DHF,Abu Dhabi Al Dhafra Air Base,24.248199,54.547699,United Arab Emirates,
AUH,Abu Dhabi International Airport,24.43297,54.651131,United Arab Emirates,
AEU,Abu Musa Island Airport,25.8757,55.033001,Iran,
ABS,Abu Simbel Airport,22.37595,31.611719,Egypt,
ABV,Abuja Nnamdi Azikiwe International Airport,9.006792,7.263172,Nigeria,
ACA,Acapulco International Airport,16.757059,-99.753899,Mexico,
ACC,Accra Kotoka International Airport,5.605186,-0.16678,Ghana,
ADT,Ada Municipal Airport,34.804298,-96.671303,United States,
ADK,Adak Airport,51.87796,-176.645996,United States,
AIP,Adampur Airport,31.433056,75.760559,India,
ADA,Adana Sakirpasa Airport,36.982159,35.28038,Turkey,
ADD,Addis Ababa Bole Airport,8.977889,38.799309,Ethiopia,
ADL,Adelaide Airport,-34.945,138.530502,Australia,
ADE,Aden International Airport,12.82954,45.02879,Yemen,
ADF,Adiyaman Airport,37.731361,38.468929,Turkey,
AZR,Adrar Airport,27.83758,-0.18641,Algeria,
ADG,Adrian Lenawee County Airport,41.86607,-84.078293,United States,
AFO,Afton Municipal Airport,42.711201,-110.942001,United States,
AJY,Agades Mano Dayak International Airport,16.96599,8.000114,Niger,
AGA,Agadir Al Massira Airport,30.324989,-9.41306,Morocco,
IXA,Agartala Airport,23.886971,91.240448,India,
AGX,Agatti Airport,10.82365,72.176041,India,
AGF,Agen La Garenne Airport,44.174709,0.590619,France,
AKW,Aghajari Airport,30.7444,49.6772,Iran,
AGR,Agra Airport,27.15583,77.960892,India,
AJI,Agri Airport,39.65456,43.027149,Turkey,
GGB,Agua Boa Airport,-14.019444,-52.152222,Brazil,
HAY,Aguachica Hacaritama Airport,8.246203,-73.579628,Colombia,
BQN,Aguadilla Rafael Hernandez Airport,18.49486,-67.129402,Puerto Rico,
AGU,Aguascalientes International Airport,21.705549,-102.317001,Mexico,
AHE,Ahe Airport,-14.42759,-146.255981,French Polynesia,
AMD,Ahmedabad International Airport,23.07724,72.634651,India,
AWZ,Ahwaz International Airport,31.337429,48.761951,Iran,
AIK,Aiken Municipal Airport,33.649399,-81.684998,United States,
ROR,Airai Roman Tmetuchl International Airport,7.367303,134.544205,Palau,
AIT,Aitutaki Airport,-18.8309,-159.764008,Cook Islands,
QXB,Aix-en-Provence Airport,43.50528,5.367222,France,
AJL,Aizawl Lengpui Airport,23.838442,92.620361,India,
AJA,Ajaccio Napoleon Bonaparte Airport,41.923882,8.8025,France,
AKI,Akiak Airport,60.902901,-161.231003,United States,
AXT,Akita Airport,39.615551,140.218597,Japan,
LAK,Aklavik Airport,68.223297,-135.005997,Canada,
CAK,Akron Canton Airport,40.91608,-81.442101,United States,
AKC,Akron Fulton International Airport,41.037498,-81.466904,United States,
AKU,Aksu Airport,41.262501,80.291664,China,
SCO,Aktau Airport,43.86005,51.091969,Kazakhstan,
PVK,Aktion National Airport,38.925461,20.76531,Greece,
AKX,Aktobe Airport,50.245831,57.206661,Kazakhstan,
AKV,Akulivik Airport,60.818611,-78.148613,Canada,
AKR,Akure Airport,7.246739,5.301008,Nigeria,
AEY,Akureyri Airport,65.658607,-18.072201,Iceland,
AAN,Al Ain International Airport,24.26166,55.609161,United Arab Emirates,
AHU,Al Hoceima Cherif Al Idrissi Airport,35.177101,-3.83952,Morocco,
NJF,Al Najaf International Airport,31.991667,44.404167,Iraq,
XJD,Al Udeid Air Base,25.114941,51.316105,Qatar,
ULH,Al Ula  Airport,26.480862,38.116653,Saudi Arabia,
EJH,Al Wajh Airport,26.198334,36.476112,Saudi Arabia,
ABT,Al-Baha Domestic Airport,20.296129,41.63427,Saudi Arabia,
KAC,Al-Qamishli Airport,37.031025,41.205559,Syria,
ELQ,Al-Qassim International Airport,26.30282,43.773911,Saudi Arabia,
AUK,Alakanuk Airport,62.683056,-164.722198,United States,
ALM,Alamogordo White Sands Regional Airport,32.845833,-105.985275,United States,
ALS,Alamosa San Luis Valley Regional Airport,37.43491,-105.865997,United States,
ABC,Albacete Airport,38.948502,-1.86352,Spain,
ALH,Albany Airport,-34.939999,117.800003,Australia,
ALB,Albany International Airport,42.749111,-73.801903,United States,
ABY,Albany Southwest Georgia Regional Airport,31.535509,-84.194397,United States,
ALL,Albenga Clemente Panero International Airport,44.050598,8.127428,Italy,
BYF,Albert Picardie Airport,49.9715,2.69766,France,
LBI,Albi Le Sequestre Airport,43.913269,2.11675,France,
ABQ,Albuquerque International Airport,35.040218,-106.609001,United States,
ABX,Albury Airport,-36.067699,146.957993,Australia,
ADH,Aldan Airport,58.602772,125.408798,Russia,
ACI,Alderney Airport,49.706108,-2.21472,United Kingdom,
ALQ,Alegrete Novo Airport,-29.8127,-55.893398,Brazil,
ALP,Aleppo International Airport,36.180672,37.22435,Syria,
YLT,Alert Airport,82.517776,-62.280556,Canada,
AES,Alesund Vigra Airport,62.560371,6.110164,Norway,
ALX,Alexander City Thomas C Russell Field,32.933334,-85.949997,United States,
HBE,Alexandria Borg El Arab Airport,30.91766,29.6964,Egypt,
AEX,Alexandria International Airport,31.32737,-92.5485,United States,
AXN,Alexandria Municipal Airport,45.867222,-95.394165,United States,
AXD,Alexandroupolis International Airport,40.855862,25.956261,Greece,
QYH,Algeciras Heliport,36.128887,-5.441111,Spain,
AHO,Alghero Fertilia Airport,40.63213,8.290772,Italy,
ALG,Algiers Houari Boumediene Airport,36.69101,3.215408,Algeria,
ALC,Alicante Airport,38.282162,-0.55815,Spain,
ALI,Alice International Airport,27.740879,-98.026901,United States,
ASP,Alice Springs Airport,-23.806601,133.902206,Australia,
IXD,Allahabad Airport,25.439886,81.734406,India,
AET,Allakaket Airport,66.551804,-152.621994,United States,
QEQ,Allendorf Airport,51.035713,8.679523,Germany,
ABE,Allentown Lehigh Valley International Airport,40.652302,-75.440399,United States,
AIA,Alliance Municipal Airport,42.053219,-102.803001,United States,
YTF,Alma Airport,48.509655,-71.642715,Canada,
ALA,Almaty International Airport,43.35207,77.040497,Kazakhstan,
GGF,Almeirim Airport,-1.479167,-52.578056,Brazil,
LEI,Almeria Airport,36.843929,-2.37009,Spain,
ARD,Alor Island Airport,-8.13234,124.597,Indonesia,
AOR,Alor Setar Sultan Abdul Halim Airport,6.189667,100.398102,Malaysia,
APN,Alpena County Regional Airport,45.081669,-83.555832,United States,
ALF,Alta Airport,69.976112,23.37166,Norway,
AFL,Alta Floresta Airport,-9.86609,-56.106201,Brazil,
LTI,Altai Airport,46.650002,96.416664,Mongolia,
ATM,Altamira Airport,-3.2539,-52.253899,Brazil,
AAT,Altay Airport,47.750362,88.084442,China,
AOC,Altenburg Nobitz Airport,50.981812,12.50636,Germany,
QCA,Altenstadt Air Base,47.835518,10.870574,Germany,
ALN,Alton St. Louis Regional Airport,38.890301,-90.045998,United States,
AOO,Altoona Blair County Airport,40.296371,-78.32,United States,
AVR,Alverca Airport,38.884068,-9.029201,Portugal,
ZIS,Alzintan Airport,31.775,12.25,Libya,
AXJ,Amakusa Airport,32.483261,130.15564,Japan,
ASJ,Amami Airport,28.43063,129.712494,Japan,
AMA,Amarillo Rick Husband  International Airport,35.21936,-101.705002,United States,
TDW,Amarillo Tradewind Airport,35.169899,-101.825996,United States,
ABL,Ambler Airport,67.087502,-157.84584,United States,
AMQ,Ambon Pattimura Airport,-3.71026,128.089096,Indonesia,
ASV,Amboseli Airport,-2.633,37.25,Kenya,
AMW,Ames Municipal Airport,41.992001,-93.621803,United States,
ADJ,Amman Civil Airport,31.9727,35.991562,Jordan,
AMM,Amman Queen Alia International Airport,31.722549,35.99321,Jordan,
YEY,Amos Magny Airport,48.564838,-78.249146,Canada,
ATQ,Amritsar International Airport,31.709591,74.797256,India,
AMS,Amsterdam Schiphol Airport,52.308609,4.763889,Netherlands,
DYR,Anadyr Ugolny Airport,64.730003,177.740005,Russia,
AKP,Anaktuvuk Pass Airport,68.129997,-151.740005,United States,
AAQ,Anapa Airport,45.00209,37.347271,Russia,
APS,Anapolis Airport,-16.22714,-48.963783,Brazil,
EDF,Anchorage Elmendorf Air Force Base,61.251339,-149.806,United States,
MRI,Anchorage Merrill Field Airport,61.213539,-149.843994,United States,
ANC,Anchorage Ted Stevens International Airport,61.174358,-149.996002,United States,
AOI,Ancona Airport,43.616341,13.36231,Italy,
ANX,Andenes Andoya Airport,69.292503,16.144159,Norway,
AID,Anderson Municipal Airport,40.108665,-85.613815,United States,
AND,Anderson Regional Airport,34.494579,-82.709297,United States,
AZN,Andizhan Airport,40.72773,72.294006,Uzbekistan,
LEU,Andorra La Seu de Urgel Airport,42.34058,1.410326,Spain,
ASD,Andros Town International Airport,24.69828,-77.795601,Bahamas,
NGD,Anegada Auguste George Airport,18.727394,-64.330055,"Virgin Islands, British",
CRK,Angeles City Clark International Airport,15.18598,120.560303,Philippines,
AGH,Angelholm Helsingborg Airport,56.29607,12.84713,Sweden,
ANE,Angers Loire Airport,47.56028,-0.312222,France,
VLY,Anglesey Airport,53.240002,-4.53,United Kingdom,
ANQ,Angola Tri-State Steuben County Airport,41.639702,-85.083504,United States,
ANG,Angouleme Cognac International Airport,45.729469,0.219153,France,
GDR,Angra dos Reis Airport,-22.975279,-44.30722,Brazil,
ANI,Aniak Airport,61.581669,-159.54306,United States,
AJN,Anjouan Ouani Airport,-12.1316,44.430271,Comoros,
AKA,Ankang Fuqiang Airport,32.708099,108.931046,China,
ESB,Ankara Esenboga International Airport,40.128078,32.995079,Turkey,
QQK,Ankeny Regional Airport,41.691113,-93.566391,United States,
VBA,Ann Airport,19.770643,94.026405,Myanmar (Burma),
ARB,Ann Arbor Municipal Airport,42.223057,-83.74556,United States,
AAE,Annaba Rabah Bitat Airport,36.82222,7.809167,Algeria,
ANP,Annapolis Lee Airport,38.942902,-76.568398,United States,
NCY,Annecy Mont Blanc Airport,45.930771,6.106289,France,
QYA,Annemasse Airport,46.19194,6.269444,France,
ANB,Anniston Regional,33.588161,-85.858101,United States,
AQG,Anqing Tianzhushan Airport,30.582222,117.050278,China,
AOG,Anshan Teng'ao Airport,41.103523,122.855835,China,
AVA,Anshun Huangguoshu Airport,26.260555,105.873337,China,
HTY,Antakya Hatay Airport,36.362778,36.282223,Turkey,
AYT,Antalya Airport,36.898731,30.800461,Turkey,
TNR,Antananarivo Ivato International Airport,-18.7969,47.478802,Madagascar,
ANU,Antigua V. C. Bird International Airport,17.13674,-61.792599,Antigua And Barbuda,
ANF,Antofagasta International Airport,-23.444401,-70.445099,Chile,
DIE,Antsiranana Arrachart Airport,-12.3494,49.29174,Madagascar,
ANR,Antwerp International Airport,51.189442,4.460278,Belgium,
ANV,Anvik Airport,62.647778,-160.188889,United States,
AOJ,Aomori Airport,40.734718,140.690796,Japan,
AOT,Aosta Airport,45.738499,7.36872,Italy,
AAF,Apalachicola Regional Airport,29.733334,-84.98333,United States,
APO,Apartado Airport,7.817678,-76.717659,Colombia,
KVK,Apatity Airport,67.463303,33.588299,Russia,
APW,Apia Faleolo International Airport,-13.8296,-171.996994,Samoa,
APV,Apple Valley Airport,34.575298,-117.185997,United States,
ATW,Appleton International Airport,44.258091,-88.518997,United States,
APU,Apucarana Airport,-23.609501,-51.384499,Brazil,
IUP,Apui Airport,-7.1727,-59.839409,Brazil,
AQJ,Aqaba King Hussein International Airport,29.61161,35.018059,Jordan,
AJU,Aracaju Santa Maria Airport,-10.984,-37.070301,Brazil,
ARX,Aracati Airport,-4.56861,-37.804722,Brazil,
ARU,Aracatuba Airport,-21.1413,-50.424702,Brazil,
ARW,Arad International Airport,46.176552,21.26202,Romania,
AUX,Araguaina Airport,-7.227867,-48.240467,Brazil,
AJK,Arak Airport,34.1381,49.847301,Iran,
APX,Arapongas Airport,-23.3529,-51.491699,Brazil,
RAE,Arar Domestic Airport,30.90658,41.13821,Saudi Arabia,
AQA,Araraquara Airport,-21.812,-48.132999,Brazil,
JAW,Araripina Airport,-7.5864,-40.5354,Brazil,
AUC,Arauca Santiago Perez Quiroz Airport,7.068889,-70.7369,Colombia,
AAX,Araxa Airport,-19.562658,-46.961014,Brazil,
AMH,Arba Minch Airport,6.039389,37.59045,Ethiopia,
XAC,Arcachon La Teste-de-Buch Airport,44.59861,-1.11472,France,
ACV,Arcata Eureka Airport,40.978111,-124.108002,United States,
YAB,Arctic Bay Airport,73.006386,-85.047218,Canada,
ARC,Arctic Village,68.110001,-145.570007,United States,
ADU,Ardabil Airport,38.323826,48.421249,Iran,
AMZ,Ardmore Airport,-37.029701,174.973007,New Zealand,
ADM,Ardmore Municipal Airport,34.303009,-97.0196,United States,
QCG,Arendal Gullknapp Airport,58.518326,8.707467,Norway,
AQP,Arequipa Rodriguez Ballon International Airport,-16.341,-71.583,Peru,
GYL,Argyle Airport,-16.629999,128.449997,Australia,
ARI,Arica Chacalluta International Airport,-18.348499,-70.338699,Chile,
AIR,Aripuana Airport,-10.186673,-59.457531,Brazil,
AQM,Ariquemes Airport,-9.880993,-63.047237,Brazil,
ARH,Arkhangelsk Talagi Airport,64.600281,40.71666,Russia,
QQW,Arlington Municipal Airport,48.160831,-122.15889,United States,
QQG,Arlington Municipal Airport,32.66,-97.089996,United States,
AXM,Armenia El Eden International Airport,4.453333,-75.7658,Colombia,
ARM,Armidale Airport,-30.528334,151.616669,Australia,
ATS,Artesia Municipal Airport,32.852501,-104.468002,United States,
ATC,Arthur's Town Airport,24.628611,-75.671387,Bahamas,
ARK,Arusha Airport,-3.36779,36.633331,Tanzania,
AXR,Arutua Airport,-15.2463,-146.619995,French Polynesia,
YEK,Arviat Airport,61.094158,-94.070801,Canada,
AJR,Arvidsjaur Airport,65.590271,19.28194,Sweden,
YIE,Arxan Yiershi Airport,47.310555,119.911942,China,
ABB,Asaba International Airport,6.203055,6.667222,Nigeria,
AKJ,Asahikawa Airport,43.67083,142.447495,Japan,
ASI,Ascension Island Airport,-7.9696,-14.3937,Saint Helena,
AVL,Asheville Regional Airport,35.436192,-82.541801,United States,
ASB,Ashgabat International Airport,37.986809,58.360958,Turkmenistan,
ASM,Asmara International Airport,15.29185,38.91066,Eritrea,
ASO,Asosa Airport,10.01855,34.58625,Ethiopia,
ASE,Aspen Pitkin County Airport,39.22316,-106.867996,United States,
PGU,Assaluyeh Persian Gulf Airport,27.383959,52.735516,Iran,
ATZ,Assiut Airport,27.046499,31.01198,Egypt,
NQZ,Astana Nursultan Nazarbayev International Airport,51.022221,71.466942,Kazakhstan,
AST,Astoria Regional Airport,46.159721,-123.879997,United States,
ASF,Astrakhan Narimanovo Airport,46.283329,48.006271,Russia,
OVD,Asturias Airport,43.56356,-6.03462,Spain,
JTY,Astypalaia Island National Airport,36.579887,26.375822,Greece,
ASU,Asuncion Silvio Pettirossi International Airport,-25.239799,-57.5191,Paraguay,
ASW,Aswan International Airport,23.96435,32.819969,Egypt,
ABU,Atambua Haliwen Airport,-9.07444,124.904404,Indonesia,
AHN,Athens Ben Epps Airport,33.95195,-83.324722,United States,
ATH,Athens Eleftherios Venizelos,37.936352,23.94446,Greece,
ATO,Athens Gordon K. Bush Airport,39.210999,-82.2314,United States,
MMI,Athens McMinn County Airport,35.397221,-84.5625,United States,
QQR,Atlanta Cobb County Airport,34.013058,-84.59861,United States,
PDK,Atlanta DeKalb Peachtree Airport,33.869999,-84.300003,United States,
FTY,Atlanta Fulton County Airport,33.777195,-84.521141,United States,
ATL,Atlanta Hartsfield-Jackson International Airport,33.636719,-84.428001,United States,
QTF,Atlanta Regional Airport,33.357475,-84.572121,United States,
ACY,Atlantic City International Airport,39.457581,-74.577103,United States,
BLM,Atlantic City Monmouth Executive Airport,40.186668,-74.124443,United States,
ATK,Atqasuk Airport,70.5,-157.333328,United States,
YAT,Attawapiskat Airport,52.919998,-82.43,Canada,
AUQ,Atuona Airport,-9.76879,-139.011002,French Polynesia,
MER,Atwater Castle Airport,37.380482,-120.568001,United States,
GUW,Atyrau Airport,47.121941,51.821381,Kazakhstan,
LEW,Auburn Airport,44.048611,-70.283607,United States,
AUN,Auburn Municipal Airport,38.9548,-121.082001,United States,
AUO,Auburn University Regional Airport,32.615101,-85.433998,United States,
AKL,Auckland Airport,-37.007999,174.791595,New Zealand,
AGB,Augsburg Airport,48.425152,10.93176,Germany,
DNL,Augusta Daniel Field Airport,33.468098,-82.0392,United States,
AGS,Augusta Regional Airport,33.369942,-81.9645,United States,
AUG,Augusta State Airport,44.320648,-69.797302,United States,
YPJ,Aupaluk Airport,59.296665,-69.599724,Canada,
IXU,Aurangabad Airport,19.86272,75.398109,India,
AUR,Aurillac Tronquieres Airport,44.897579,2.416719,France,
AUU,Aurukun Airport,-13.353889,141.72084,Australia,
AUS,Austin Bergstrom International Airport,30.194521,-97.6698,United States,
EDC,Austin Executive Airport,30.389999,-97.559998,United States,
AUM,Austin Municipal Airport,43.663853,-92.933189,United States,
AUF,Auxerre Branches Airport,47.846321,3.496578,France,
AVX,Avalon Catalina Airport,33.404999,-118.415833,United States,
RAR,Avarua Rarotonga International Airport,-21.2027,-159.804993,Cook Islands,
AVB,Aviano Air Base,46.031879,12.59647,Italy,
AVN,Avignon Caumont Airport,43.906582,4.902028,France,
AVP,Avoca Wilkes-Barre/Scranton International Airport,41.33847,-75.723297,United States,
KHB,Awali Sakhir Air Base,26.034721,50.524445,Bahrain,
AWA,Awasa Airport,7.095,38.398335,Ethiopia,
AXU,Axum Airport,14.14675,38.772831,Ethiopia,
AYP,Ayacucho Airport,-13.1548,-74.204399,Peru,
AYQ,Ayers Rock Airport,-25.1861,130.975494,Australia,
BXB,Babo Airport,-2.53224,133.438797,Indonesia,
BCM,Bacau International Airport,46.521938,26.910271,Romania,
BCD,Bacolod City Silay International Airport,10.776905,123.018394,Philippines,
BJZ,Badajoz Airport,38.891251,-6.82133,Spain,
BDN,Badin Talhar Airport,24.841511,68.838402,Pakistan,
BDD,Badu Island Airport,-10.15,142.173401,Australia,
BFX,Bafoussam Airport,5.536919,10.35458,Cameroon,
BGX,Bage Comandante Gustavo Kraemer Airport,-31.390499,-54.112202,Brazil,
BGW,Baghdad International Airport,33.262501,44.234444,Iraq,
BGL,Baglung Airport,28.212799,83.666298,Nepal,
BAG,Baguio Loakan Airport,16.375099,120.619598,Philippines,
BHV,Bahawalpur Airport,29.348057,71.717781,Pakistan,
BHI,Bahia Blanca Comandante Espora Airport,-38.724899,-62.1693,Argentina,
BSC,Bahia Solano Jose Celestino Mutis Airport,6.202936,-77.394798,Colombia,
BJR,Bahir Dar Airport,11.60807,37.32164,Ethiopia,
BAH,Bahrain International Airport,26.27083,50.63361,Bahrain,
BAY,Baia Mare Airport,47.658379,23.47002,Romania,
DBC,Baicheng Chang'an Airport,45.50528,123.019722,China,
YBC,Baie Comeau Airport,49.1325,-68.204399,Canada,
BGE,Bainbridge Decatur County Airport,30.972855,-84.635307,United States,
BSJ,Bairnsdale Airport,-37.887501,147.567993,Australia,
AEB,Baise Bama Airport,23.719469,106.967773,China,
NBS,Baishan Changbaishan Airport,42.088055,127.548889,China,
BJW,Bajawa Turelelo Soa Airport,-8.7125,121.0625,Indonesia,
BKM,Bakelalan Airport,3.973691,115.617157,Malaysia,
BKE,Baker City Municipal Airport,44.837299,-117.808998,United States,
YBK,Baker Lake Airport,64.298882,-96.077698,Canada,
BFL,Bakersfield Meadows Field Airport,35.433861,-119.056999,United States,
GYD,Baku Heydar Aliyev International Airport,40.467499,50.046661,Azerbaijan,
BLB,Balboa Panama Pacifico International Airport,8.914011,-79.598091,Panama,
BPN,Balikpapan Sepinggan Airport,-1.26827,116.894402,Indonesia,
BXH,Balkhash Airport,46.893299,75.004997,Kazakhstan,
BBL,Ballera Airport,-27.408333,141.808334,Australia,
BNK,Ballina Byron Gateway Airport,-28.833799,153.5625,Australia,
BBA,Balmaceda Airport,-45.916,-71.6894,Chile,
MTN,Baltimore Martin State Airport,39.321667,-76.411667,United States,
BWI,Baltimore Washington International Airport,39.175362,-76.668297,United States,
BMR,Baltrum Airport,53.724724,7.373333,Germany,
BXR,Bam Airport,29.084208,58.449783,Iran,
ABM,Bamaga Northern Peninsula Airport,-10.9508,142.459396,Australia,
BKO,Bamako Senou International Airport,12.53354,-7.94994,Mali,
QCB,Bamberg Breitenau Airport,49.921146,10.915216,Germany,
BPC,Bamenda Airport,6.039239,10.12263,Cameroon,
HOE,Ban Houeisay Airport,20.260511,100.436783,Laos,
BTJ,Banda Aceh International Airport,5.523522,95.420372,Indonesia,
BND,Bandar Abbas International Airport,27.218309,56.37785,Iran,
TKG,Bandar Lampung Radin Inten II Airport,-5.2425,105.178886,Indonesia,
BDH,Bandar Lengeh Airport,26.532,54.824841,Iran,
BDO,Bandung Husein Sastranegara International Airport,-6.90062,107.576202,Indonesia,
DMK,Bangkok Don Mueang International Airport,13.9125,100.606697,Thailand,
BKK,Bangkok Suvarnabhumi Airport,13.6811,100.7472,Thailand,
BGR,Bangor International Airport,44.807442,-68.828102,United States,
BGF,Bangui Airport,4.398475,18.51878,Central African Republic,
BNX,Banja Luka International Airport,44.941441,17.297501,Bosnia And Herzegovina,
BDJ,Banjarmasin Syamsudin Noor Airport,-3.44235,114.762497,Indonesia,
BJL,Banjul International Airport,13.33796,-16.652201,Gambia,
BWU,Bankstown Airport,-33.9244,150.988297,Australia,
BSD,Baoshan Yunduan Airport,25.055182,99.16143,China,
BAV,Baotou Erliban Airport,40.55999,109.996902,China,
BRX,Barahona Maria Montez International Airport,18.251459,-71.120399,Dominican Republic,
BCI,Barcaldine Airport,-23.559168,145.301941,Australia,
BCN,Barcelona El Prat Airport,41.29707,2.078463,Spain,
BLA,Barcelona Jose Antonio Anzoategui International Airport,10.10713,-64.689102,Venezuela,
BAZ,Barcelos Airport,-0.98,-62.91,Brazil,
BRY,Bardstown Samuels Field Airport,37.814301,-85.499603,United States,
BDU,Bardufoss Airport,69.055748,18.54035,Norway,
BEK,Bareilly Airport,28.422232,79.450691,India,
BRI,Bari Karol Wojtyla Airport,41.138851,16.76059,Italy,
BYP,Barimunya Airport,-22.673889,119.166115,Australia,
BNS,Barinas Airport,8.619575,-70.220802,Venezuela,
BBN,Bario Airport,3.736944,115.469398,Malaysia,
BZL,Barisal Airport,22.798943,90.301445,Bangladesh,
BAX,Barnaul Airport,53.36377,83.538528,Russia,
BRM,Barquisimeto Jacinto Lara International Airport,10.04274,-69.358597,Venezuela,
BRR,Barra Airport,57.016998,-7.433,United Kingdom,
BPG,Barra do Garcas Airport,-15.8613,-52.388802,Brazil,
EJA,Barrancabermeja Yariguies Airport,7.024331,-73.806801,Colombia,
BAQ,Barranquilla Ernesto Cortissoz International Airport,10.88946,-74.780602,Colombia,
BRA,Barreiras Airport,-12.073056,-45.008331,Brazil,
BRB,Barreirinhas Airport,-2.756628,-42.802662,Brazil,
YLK,Barrie Lake Simcoe Regional Airport,44.48605,-79.555603,Canada,
BRW,Barrow Airport,71.285439,-156.766006,United States,
BWB,Barrow Island Airport,-20.864401,115.405998,Australia,
BWF,Barrow-in-Furness Walney Island Airport,54.131161,-3.26366,United Kingdom,
BTI,Barter Island LRRS Airport,70.131943,-143.623886,United States,
BVO,Bartlesville Municipal Airport,36.762501,-96.0112,United States,
BOW,Bartow Municipal Airport,27.943333,-81.783333,United States,
BSO,Basco Airport,20.453056,121.977776,Philippines,
BSL,Basel Mulhouse-Freiburg EuroAirport,47.5989,7.5283,France,
BSR,Basra International Airport,30.549061,47.66214,Iraq,
SKB,Basseterre Robert L. Bradshaw International Airport,17.31119,-62.718601,Saint Kitts And Nevis,
BIA,Bastia Poretta Airport,42.549999,9.484722,France,
BSG,Bata Airport,1.905469,9.805681,Equatorial Guinea,
BQJ,Batagay Airport,67.648888,134.695007,Russia,
BTH,Batam Hang Nadim Airport,1.121028,104.118698,Indonesia,
BVX,Batesville Regional Airport,35.7262,-91.647301,United States,
BUP,Bathinda Airport,30.2701,74.755798,India,
ZBF,Bathurst Airport,47.629719,-65.7388,Canada,
BHS,Bathurst Airport,-33.400002,149.649994,Australia,
BAL,Batman Airport,37.928959,41.116581,Turkey,
BLJ,Batna International Airport,35.759167,6.3225,Algeria,
BTR,Baton Rouge Metropolitan Airport,30.5329,-91.149803,United States,
BJF,Batsfjord Airport,70.600273,29.692499,Norway,
BTC,Batticaloa International Airport,7.705388,81.67762,Sri Lanka,
BTL,Battle Creek Kalamazoo International Airport,42.307301,-85.251503,United States,
BAM,Battle Mountain Airport,40.599747,-116.875999,United States,
BTW,Batu Licin Airport,-3.41241,115.995003,Indonesia,
BUS,Batumi International Airport,41.610271,41.599689,Georgia,
BUW,Bau-Bau Betoambari Airport,-5.48687,122.569,Indonesia,
BDE,Baudette International Airport,48.728382,-94.612091,United States,
JTC,Bauru Arealva Airport,-22.157778,-49.068333,Brazil,
RLK,Bayannur Tianjitai Airport,40.926388,107.738892,China,
BYU,Bayreuth Bindlacher Berg Airport,49.984421,11.63856,Germany,
HPY,Baytown Airport,29.785995,-94.952606,United States,
BZX,Bazhong Enyang Airport,31.738056,106.64389,China,
XBE,Bearskin Lake Airport,53.950001,-90.98333,Canada,
BIE,Beatrice Municipal Airport,40.299999,-96.75,United States,
BFT,Beaufort County Airport,32.410831,-80.635002,United States,
BPT,Beaumont Jack Brooks Regional Airport,29.95083,-94.020599,United States,
BMT,Beaumont Municipal Airport,30.0707,-94.215797,United States,
BFP,Beaver County Airport,40.772499,-80.391403,United States,
CBH,Bechar Boudghene Ben Ali Lotfi Airport,31.645412,-2.279816,Algeria,
BKW,Beckley Raleigh County Memorial Airport,37.784916,-81.125198,United States,
BED,Bedford Hanscom Field,42.469952,-71.289001,United States,
BEU,Bedourie Airport,-24.345043,139.459488,Australia,
EIS,Beef Island Terrance B. Lettsome Airport,18.44483,-64.5429,"Virgin Islands, British",
LAQ,Beida Al Abraq International Airport,32.788612,21.964167,Libya,
BHY,Beihai Fucheng Airport,21.53944,109.2938,China,
PEK,Beijing Capital International Airport,40.084152,116.592735,China,
PKX,Beijing Daxing International Airport,39.509167,116.410553,China,
NAY,Beijing Nanyuan Airport,39.782501,116.387779,China,
BEW,Beira Airport,-19.7964,34.907551,Mozambique,
BEY,Beirut Rafic Hariri International Airport,33.82093,35.48838,Lebanon,
BYJ,Beja International Airport,38.078888,-7.9325,Portugal,
BJA,Bejaia Soummam Airport,36.71199,5.069922,Algeria,
BGN,Belaya Gora Airport,68.556946,146.234726,Russia,
BEL,Belem Val de Cans International Airport,-1.37925,-48.4762,Brazil,
BHD,Belfast City George Best  Airport,54.61805,-5.8725,United Kingdom,
BFS,Belfast International Airport,54.657501,-6.21583,United Kingdom,
IXG,Belgaum Airport,15.85928,74.618294,India,
EGO,Belgorod International Airport,50.639999,36.59,Russia,
BEG,Belgrade Nikola Tesla Airport,44.818439,20.30913,Serbia,
